,price,part,year,district,area,rooms,floor,tot_floors,type,street,cent_heat,rem_heat,intercom,internet,cable,sewer,aircon,elevator,new,parking,basement,phone,terrace,being_built,papers,enterable,euro_per_sqm,location_string,coordinates
19,490000.0,Kalenić pijaca,2000.0,Vračar,250.0,5.0,3,5,stan,Ljubostinjska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1960.0,"Ljubostinjska, Beograd","(44.8016779, 20.479757)"
20,360000.0,Hram Svetog Save,2003.0,Vračar,164.0,3.0,3,3,stan,Svetog Save,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2195.12195122,"Svetog Save, Beograd","(44.8315094, 20.3182902)"
22,167000.0,Centar (Stari grad),1927.0,Stari grad,94.0,3.0,2,4,stan,Svetogorska,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1776.59574468,"Svetogorska, Beograd","(44.8135834, 20.4687669)"
27,80000.0,Blok 67,2015.0,Novi Beograd,27.0,1.0,1,6,stan,Urosa Martinovica 5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2962.96296296,"Urosa Martinovica 5, Beograd","(44.8063922, 20.4020237)"
28,238000.0,Đeram pijaca,2007.0,Zvezdara,145.0,4.0,4,4,stan,Marka Oreškovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1641.37931034,"Marka Oreškovića, Beograd","(44.3739964, 20.2575945)"
29,330000.0,Botanička bašta,1960.0,Stari grad,144.0,5.0,3,5,stan,Vlajkovićeva,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2291.66666667,"Vlajkovićeva, Beograd","(44.8127129, 20.465598)"
30,48000.0,Medaković 3,2010.0,Voždovac,63.0,3.0,3,3,stan,Krivošijska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,761.904761905,"Krivošijska, Beograd","(44.7680905, 20.5108319)"
33,155000.0,Crveni krst,2010.0,Vračar,83.0,3.5,3,5,stan,Sazonova,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1867.46987952,"Sazonova, Beograd","(44.7954923, 20.4835886)"
35,130000.0,Voždovačka crkva,1970.0,Voždovac,110.0,4.0,14,23,stan,Vojvode Stepe,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1181.81818182,"Vojvode Stepe, Beograd","(44.6110625, 20.4020158)"
36,85000.0,Autokomanda,1970.0,Voždovac,60.0,2.5,12,12,stan,Ljutice Bogdana,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1416.66666667,"Ljutice Bogdana, Beograd","(44.7792178, 20.4585769)"
37,349900.0,Gornji Dorćol,2001.0,Stari grad,128.0,4.5,2,5,stan,Strahinjića bana,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2733.59375,"Strahinjića bana, Beograd","(44.4482103, 20.6873929)"
39,93011.0,Dedinje,1954.0,Savski Venac,62.0,3.0,,3,stan,Palackova,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1500.17741935,"Palackova, Beograd","(44.7747822, 20.4659091)"
40,78705.0,,2017.0,Zvezdara,53.0,3.0,3,,stan,Svetog Nikole,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1485.0,"Svetog Nikole, Beograd","(44.8296067, 20.2991227)"
42,310000.0,Autokomanda,2004.0,Voždovac,178.0,4.0,3,5,stan,Jove Ilića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1741.57303371,"Jove Ilića, Beograd","(44.782107, 20.4700167)"
43,75600.0,Zvezdarska šuma,2017.0,Zvezdara,42.0,2.0,3,4,stan,Pante Srećkovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1800.0,"Pante Srećkovića, Beograd","(44.8073454, 20.4977595)"
44,154000.0,Tašmajdan,1993.0,Palilula,87.0,3.0,2,5,stan,Ivankovačka,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1770.11494253,"Ivankovačka, Beograd","(44.8079751, 20.4796074)"
48,54000.0,Karaburma,1964.0,Palilula,59.0,2.5,4,5,stan,Husinskih rudara,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,915.254237288,"Husinskih rudara, Beograd","(44.8100401, 20.5194861)"
49,117000.0,Zeleni venac,1936.0,Savski Venac,72.0,2.0,3,4,stan,Kamenička,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1625.0,"Kamenička, Beograd","(44.8114541, 20.4543768)"
50,450000.0,Trg Republike,1936.0,Stari grad,140.0,5.0,3,4,stan,Kneza Mihaila,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3214.28571429,"Kneza Mihaila, Beograd","(44.6546284, 20.1989632)"
51,155000.0,Blok 33,1969.0,Novi Beograd,75.0,2.5,1,4,stan,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2066.66666667,"Blok 33, Beograd","(44.8178131, 20.4568974)"
53,51203.0,,2017.0,Zvezdara,34.0,2.0,,,stan,Svetog Nikole,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1505.97058824,"Svetog Nikole, Beograd","(44.8296067, 20.2991227)"
54,98010.0,,2017.0,Zvezdara,66.0,4.0,,,stan,Svetog Nikole,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1485.0,"Svetog Nikole, Beograd","(44.8296067, 20.2991227)"
55,98010.0,,2017.0,Zvezdara,66.0,4.0,1,,stan,Svetog Nikole,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1485.0,"Svetog Nikole, Beograd","(44.8296067, 20.2991227)"
56,65340.0,,2017.0,Zvezdara,44.0,2.0,2,,stan,Svetog Nikole,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1485.0,"Svetog Nikole, Beograd","(44.8296067, 20.2991227)"
57,98010.0,,2017.0,Zvezdara,66.0,4.0,2,,stan,Svetog Nikole,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1485.0,"Svetog Nikole, Beograd","(44.8296067, 20.2991227)"
58,63900.0,,2017.0,Zvezdara,43.0,2.0,3,,stan,Svetog Nikole,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1486.04651163,"Svetog Nikole, Beograd","(44.8296067, 20.2991227)"
59,77547.0,,2017.0,Zvezdara,52.0,3.0,3,,stan,Svetog Nikole,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1491.28846154,"Svetog Nikole, Beograd","(44.8296067, 20.2991227)"
62,210011.0,Lipov lad,2017.0,Zvezdara,100.0,4.0,5,7,stan,Bulevar kralja Aleksandra,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2100.11,"Bulevar kralja Aleksandra, Beograd","(44.8035384, 20.4800925)"
63,46900.0,Čukarička padina,1991.0,Čukarica,37.0,2.0,7,8,stan,Obalskih radnika,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1267.56756757,"Obalskih radnika, Beograd","(44.7781546, 20.4049954)"
64,246000.0,Centar (Vračar),1936.0,Vračar,113.0,4.0,1,4,stan,Prote Mateje,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2176.99115044,"Prote Mateje, Beograd","(44.3794977, 20.2474718)"
71,439011.0,Dedinje,2011.0,Savski Venac,190.0,5.0,2,2,stan,Slavka Ćuruvije,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2310.58421053,"Slavka Ćuruvije, Beograd","(44.7609615, 20.4543356)"
80,135000.0,Lion,1955.0,Zvezdara,85.0,3.0,1,3,stan,Radojke Lakić,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1588.23529412,"Radojke Lakić, Beograd","(44.7701775, 20.5471579)"
81,79990.0,,2006.0,Zemun,67.0,3.0,1,4,stan,Cara Dušana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1193.88059701,"Cara Dušana, Beograd","(44.8490121, 20.4030584)"
82,119000.0,Tašmajdan,1938.0,Palilula,72.0,3.0,4,5,stan,Starine Novaka,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1652.77777778,"Starine Novaka, Beograd","(44.8099957, 20.4762262)"
84,120000.0,,2016.0,Voždovac,56.0,2.0,1,5,stan,Mosorska,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2142.85714286,"Mosorska, Beograd","(44.7652737, 20.4795296)"
87,239000.0,Madlenijanum,1920.0,Zemun,130.0,4.0,1,1,stan,Zmaj Jovina,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1838.46153846,"Zmaj Jovina, Beograd","(44.7321053, 20.612455)"
88,45000.0,Karaburma,1971.0,Palilula,55.0,2.0,3,3,stan,Pere Ćetkovića,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,818.181818182,"Pere Ćetkovića, Beograd","(44.8081208, 20.5191235)"
89,269000.0,Senjak,1998.0,Savski Venac,113.0,3.0,3,3,stan,Banjičkih žrtava,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2380.53097345,"Banjičkih žrtava, Beograd","(44.7862036, 20.4356581)"
91,127000.0,Centar (Stari grad),1939.0,Stari grad,53.0,2.0,3,5,stan,Kosovska,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2396.22641509,"Kosovska, Beograd","(44.7371876, 20.6046848)"
92,128000.0,Vukov spomenik,1929.0,Zvezdara,70.0,3.0,,4,stan,Ćirila i Metodija,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1828.57142857,"Ćirila i Metodija, Beograd","(44.8046454, 20.482234)"
97,140000.0,Čubura,2007.0,Vračar,83.0,3.0,3,4,stan,Dubljanska,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1686.74698795,"Dubljanska, Beograd","(44.7959198, 20.4709548)"
104,101011.0,Kalenić pijaca,2016.0,Vračar,44.0,2.0,5,7,stan,Maksima Gorkog,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2295.70454545,"Maksima Gorkog, Beograd","(44.7907293, 20.4797627)"
112,199000.0,Golf naselje,1994.0,Čukarica,109.0,5.0,1,2,stan,Steve Todorovića,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1825.68807339,"Steve Todorovića, Beograd","(44.7771707, 20.4218033)"
114,119000.0,Centar (Stari grad),1941.0,Stari grad,88.0,3.0,4,4,stan,Prizrenska,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1352.27272727,"Prizrenska, Beograd","(44.8135267, 20.4597752)"
119,75000.0,Naselje Sava Kovačević,1980.0,Zemun,72.0,2.5,11,22,stan,Prvomajska,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1041.66666667,"Prvomajska, Beograd","(44.6421491, 20.4343971)"
121,99000.0,Centar (Vračar),1975.0,Vračar,39.0,1.5,3,6,stan,Krunska,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2538.46153846,"Krunska, Beograd","(44.8016038, 20.4753224)"
122,139000.0,Centar (Palilula),2005.0,Palilula,90.0,3.0,2,4,stan,Nikodima Milaša,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1544.44444444,"Nikodima Milaša, Beograd","(44.8090876, 20.482259)"
127,239011.0,Hram Svetog Save,2012.0,Vračar,97.0,3.0,3,4,stan,Dubljanska,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2464.03092784,"Dubljanska, Beograd","(44.7959198, 20.4709548)"
130,28000.0,Altina,2017.0,Zemun,35.0,2.0,1,3,stan,Emila Zatopeka 12a,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,800.0,"Emila Zatopeka 12a, Beograd","(44.8550834, 20.3441426)"
134,94000.0,Donji Dorćol,2009.0,Stari grad,45.0,2.5,5,5,stan,Solunska,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2088.88888889,"Solunska, Beograd","(44.5372579, 20.3659836)"
135,28500.0,Novi grad,2008.0,Zemun,30.0,1.0,,3,stan,Atanasija Pulje 39a,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,950.0,"Atanasija Pulje 39a, Beograd","(44.8361355, 20.3785462)"
136,155000.0,FON,2008.0,Voždovac,83.0,2.0,,,stan,Jove Ilića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1867.46987952,"Jove Ilića, Beograd","(44.782107, 20.4700167)"
137,20000.0,Altina,2017.0,Zemun,24.0,1.0,1,3,stan,Emila Zatopeka 12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,833.333333333,"Emila Zatopeka 12, Beograd","(44.8550834, 20.3441426)"
148,42300.0,Naselje Sava Kovačević,2011.0,Zemun,38.0,2.0,,,stan,Novogradska 53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1113.15789474,"Novogradska 53, Beograd","(44.84408215, 20.4002931014688)"
150,275000.0,Skadarlija,2008.0,Stari grad,195.0,5.0,2,2,stan,Dositejeva,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1410.25641026,"Dositejeva, Beograd","(44.8458937, 20.4105309)"
151,199011.0,Južni bulevar,2010.0,Vračar,152.0,4.0,7,7,stan,Južni bulevar,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1309.28289474,"Južni bulevar, Beograd","(44.7927284, 20.4874021)"
152,35200.0,Altina,2017.0,Zemun,40.0,2.0,2,3,stan,Ugrinovački put 64n,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,880.0,"Ugrinovački put 64n, Beograd","(44.850996, 20.3659363)"
154,198500.0,Karađorđev park,2016.0,Vračar,159.0,5.0,3,4,stan,Rudnička,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1248.42767296,"Rudnička, Beograd","(44.4030973, 20.2699237)"
155,320000.0,Kalenić pijaca,2012.0,Vračar,140.0,4.0,2,5,stan,Hadži Prodanova,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2285.71428571,"Hadži Prodanova, Beograd","(44.802717, 20.4750438)"
156,260000.0,Centar (Vračar),1981.0,Vračar,137.0,5.0,4,6,stan,Cara Nikolaja 61A,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1897.81021898,"Cara Nikolaja 61A, Beograd","(44.7979812, 20.4794177)"
157,125000.0,Kalenić pijaca,1996.0,Vračar,88.0,3.0,4,4,stan,Baba Višnjina,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1420.45454545,"Baba Višnjina, Beograd","(44.801974, 20.4748074)"
158,494000.0,Senjak,1985.0,Savski Venac,200.0,4.0,1,3,stan,Senjačka,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2470.0,"Senjačka, Beograd","(44.7938128, 20.4407383)"
159,50800.0,Altina,2017.0,Zemun,64.0,3.0,1,3,stan,Ugrinovački put 64n,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,793.75,"Ugrinovački put 64n, Beograd","(44.850996, 20.3659363)"
160,343848.0,Kalenić pijaca,2016.0,Vračar,143.27,4.0,7,7,stan,Cara Nikolaja II 75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2400.0,"Cara Nikolaja II 75, Beograd","(44.7979812, 20.4794177)"
161,285824.0,Kalenić pijaca,2016.0,Vračar,129.92,3.0,3,7,stan,Cara Nikolaja II 75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2200.0,"Cara Nikolaja II 75, Beograd","(44.7979812, 20.4794177)"
162,55000.0,,1970.0,Rakovica,82.0,3.0,,1,stan,Ribarčeva 14,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,670.731707317,"Ribarčeva 14, Beograd","(44.74789535, 20.4428682943805)"
163,420000.0,Gornji Dorćol,1938.0,Stari grad,230.0,5.0,5,5,stan,Strahinjica Bana 52b,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1826.08695652,"Strahinjica Bana 52b, Beograd","(44.8217404, 20.4620074)"
164,55000.0,Banovo brdo,1980.0,Čukarica,59.0,3.0,5,5,stan,Toše Jovanovića,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,932.203389831,"Toše Jovanovića, Beograd","(44.7744628, 20.4102473)"
169,52000.0,,1980.0,Rakovica,43.0,1.5,7,13,stan,Pere Velimirovića,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1209.30232558,"Pere Velimirovića, Beograd","(44.7578413, 20.4597908)"
173,89900.0,Kalenić pijaca,1936.0,Vračar,48.0,2.0,3,4,stan,Novopazarska,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1872.91666667,"Novopazarska, Beograd","(44.7985904, 20.4766525)"
175,48500.0,Mirijevo,1980.0,Zvezdara,41.0,1.5,7,10,stan,Matice srpske,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1182.92682927,"Matice srpske, Beograd","(44.7862692, 20.5299115)"
176,199000.0,Lion,1973.0,Zvezdara,138.0,5.0,5,5,stan,Bulevar Kralja Aleksandra,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1442.02898551,"Bulevar Kralja Aleksandra, Beograd","(44.8035384, 20.4800925)"
178,141430.0,Višnjička banja,2017.0,Palilula,141.0,3.0,3,4,stan,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1003.04964539,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
180,145000.0,Tašmajdan,1939.0,Palilula,85.0,3.5,2,4,stan,Dr Dragoslava Popovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1705.88235294,"Dr Dragoslava Popovića, Beograd","(44.8119513, 20.4743584)"
181,149000.0,Profesorska kolonija,1990.0,Palilula,83.0,3.0,4,6,stan,Cvijićeva,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1795.18072289,"Cvijićeva, Beograd","(44.8165879, 20.4769848)"
182,99000.0,Dedinje,2008.0,Savski Venac,52.0,2.0,1,2,stan,Omladinska 15b,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1903.84615385,"Omladinska 15b, Beograd","(44.7633143, 20.4593534)"
183,175500.0,,2014.0,Vračar,87.0,3.0,7,7,stan,Maksima Gorkog 75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2017.24137931,"Maksima Gorkog 75, Beograd","(44.7937475, 20.478355)"
185,55600.0,Lekino brdo,2014.0,Voždovac,35.0,1.0,,3,stan,Cankareva 8,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1588.57142857,"Cankareva 8, Beograd","(44.7889418, 20.4774293)"
186,88000.0,FON,2011.0,Voždovac,44.0,2.0,,3,stan,Koste Jovanovica,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2000.0,"Koste Jovanovica, Beograd","(44.7795022, 20.4706712)"
187,97600.0,Gradska bolnica,2014.0,Zvezdara,59.0,2.0,3,8,stan,Dimitrija Tucovića 66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1654.23728814,"Dimitrija Tucovića 66, Beograd","(44.8028399, 20.488388)"
188,60000.0,Višnjička banja,2009.0,Palilula,65.0,3.0,,5,stan,Slanacki put 78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,923.076923077,"Slanacki put 78, Beograd","(44.81158, 20.5497665)"
189,115200.0,Gradska bolnica,2014.0,Zvezdara,70.0,3.0,2,8,stan,Dimitrija Tucovića 66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1645.71428571,"Dimitrija Tucovića 66, Beograd","(44.8028399, 20.488388)"
190,119000.0,Olimp,2016.0,Zvezdara,52.0,2.0,3,5,stan,Vladimira Gortana,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2288.46153846,"Vladimira Gortana, Beograd","(44.7863832, 20.5156806)"
191,56000.0,Mirijevo,1985.0,Zvezdara,54.0,1.5,1,4,stan,Koste Nađa,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1037.03703704,"Koste Nađa, Beograd","(44.7945089, 20.5359119)"
192,299000.0,Kalenić pijaca,1990.0,Vračar,111.0,3.0,3,5,stan,Mileševska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2693.69369369,"Mileševska, Beograd","(44.7977824, 20.4860597)"
193,93000.0,Cvetkova pijaca,2011.0,Zvezdara,50.0,1.5,2,3,stan,Koste Abraševića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1860.0,"Koste Abraševića, Beograd","(44.3717733, 20.2585583)"
197,63000.0,Medaković 3,1999.0,Voždovac,66.0,2.5,7,7,stan,Borivoja Stevanovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,954.545454545,"Borivoja Stevanovića, Beograd","(44.7722621, 20.5130357)"
198,198000.0,Terazije,1932.0,Stari grad,110.0,4.0,,3,stan,Prizrenska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1800.0,"Prizrenska, Beograd","(44.8135267, 20.4597752)"
200,88000.0,Dedinje,2017.0,Savski Venac,51.0,2.0,1,2,stan,Mihaila Avramovića,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1725.49019608,"Mihaila Avramovića, Beograd","(44.7688802, 20.4570461)"
201,175000.0,Gornji Dorćol,1922.0,Stari grad,83.0,3.0,1,2,stan,Kapetan Mišina,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2108.43373494,"Kapetan Mišina, Beograd","(44.8227632, 20.4627875)"
202,35700.0,Medaković 2,1999.0,Voždovac,34.0,3.0,4,4,stan,Ignjata Joba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1050.0,"Ignjata Joba, Beograd","(44.7702936, 20.501408)"
204,109000.0,Đeram pijaca,1930.0,Zvezdara,83.0,3.0,2,5,stan,Bulevar kralja Aleksandra,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1313.25301205,"Bulevar kralja Aleksandra, Beograd","(44.8035384, 20.4800925)"
